Date_Hour;Date;Hour;Temperature;Humidity;Wind_speed;Visibility;Dew_point_temperature;Solar_Radiation;Rainfall;Snowfall
2017-12-23T18:00:00.000Z;2017-12-23;18;6.6;73;0.4;229;2;0;0;0
2017-12-23T19:00:00.000Z;2017-12-23;19;6;76;1.1;219;2;0;0;0
2017-12-23T20:00:00.000Z;2017-12-23;20;5.9;75;1.5;222;1.7;0;0;0
2017-12-23T21:00:00.000Z;2017-12-23;21;5.6;77;0.9;212;1.8;0;0;0
2017-12-23T22:00:00.000Z;2017-12-23;22;5.3;79;0.6;200;1.9;0;0;0
2017-12-23T23:00:00.000Z;2017-12-23;23;5.5;80;0.6;185;2.3;0;0;0
2017-12-24T00:00:00.000Z;2017-12-24;0;5.6;78;0.6;196;2;0;NA;0
2017-12-24T01:00:00.000Z;2017-12-24;1;5.6;78;0.5;197;2;0;0;0
2017-12-24T02:00:00.000Z;2017-12-24;2;5.4;80;0.9;190;2.2;0;0;0
2017-12-24T03:00:00.000Z;2017-12-24;3;5.2;82;0.8;190;2.3;0;0;0
2017-12-24T04:00:00.000Z;2017-12-24;4;5.2;82;0.7;189;2.3;0;0;0
2017-12-24T05:00:00.000Z;2017-12-24;5;5.1;82;0.6;185;2.2;0;0;0
2017-12-24T06:00:00.000Z;2017-12-24;6;4.9;84;1.3;159;2.4;0;0.1;0
2017-12-24T07:00:00.000Z;2017-12-24;7;4.7;89;1.1;100;3;0;0;0
2017-12-24T08:00:00.000Z;2017-12-24;8;4.6;91;1.7;95;3.2;0;0;0
2017-12-24T09:00:00.000Z;2017-12-24;9;4.6;94;0.9;90;3.7;0;6.4;0
2017-12-24T10:00:00.000Z;2017-12-24;10;4.8;96;0.6;87;4.2;0.04;0;0
2017-12-24T11:00:00.000Z;2017-12-24;11;4.6;95;0.8;156;3.8;NA;0;0
2017-12-24T12:00:00.000Z;2017-12-24;12;4.1;91;0.8;404;2.7;0.07;9.5;0
2017-12-24T13:00:00.000Z;2017-12-24;13;3.7;90;0.7;744;2.2;0.15;0;0
2017-12-24T14:00:00.000Z;2017-12-24;14;3.3;90;2.5;561;1.8;0.19;0;0
2017-12-24T15:00:00.000Z;2017-12-24;15;2.9;90;2;380;1.4;0.08;3.5;0
2017-12-24T16:00:00.000Z;2017-12-24;16;2.3;91;3.3;270;0.9;0.07;0;0
2017-12-24T17:00:00.000Z;2017-12-24;17;2.2;86;NA;605;0;0.04;0;0
2017-12-24T18:00:00.000Z;2017-12-24;18;1.9;82;4.3;699;-0.8;0.01;0.5;0
2017-12-24T19:00:00.000Z;2017-12-24;19;1.1;68;4.4;695;-4.1;0;0;0
2017-12-24T20:00:00.000Z;2017-12-24;20;0.6;67;3.3;506;-4.8;0;0;0
2017-12-24T21:00:00.000Z;2017-12-24;21;0.4;69;3.5;477;-4.6;0;0;0
2017-12-24T22:00:00.000Z;2017-12-24;22;0.2;69;2.7;565;-4.8;0;0;0
2017-12-24T23:00:00.000Z;2017-12-24;23;0;63;3.2;884;-6.2;0;0;0
2017-12-25T00:00:00.000Z;2017-12-25;0;-0.6;64;2.4;1010;-6.5;0;0;0
2017-12-25T01:00:00.000Z;2017-12-25;1;-1.2;57;4.3;1429;-8.6;0;0;0
2017-12-25T02:00:00.000Z;2017-12-25;2;-1.8;53;4.1;1825;-10.1;0;0;0
2017-12-25T03:00:00.000Z;2017-12-25;3;-2.3;52;3.4;1947;-10.8;0;0;0
2017-12-25T04:00:00.000Z;2017-12-25;4;-3;51;3.2;2000;-11.7;0;0;0
2017-12-25T05:00:00.000Z;2017-12-25;5;-3.7;51;2.6;2000;-12.3;0;0;0
2017-12-25T06:00:00.000Z;2017-12-25;6;-4.1;50;3;2000;-13;0;0;0
2017-12-25T07:00:00.000Z;2017-12-25;7;-4.6;46;2.8;2000;-14.4;0;0;0
2017-12-25T08:00:00.000Z;2017-12-25;8;-4.9;44;3;2000;-15.3;0;0;0
2017-12-25T09:00:00.000Z;2017-12-25;9;-4.6;40;3.5;2000;-16.1;0.18;0;0
2017-12-25T10:00:00.000Z;2017-12-25;10;-3.7;35;3.7;1937;-16.9;0.57;0;0
2017-12-25T11:00:00.000Z;2017-12-25;11;-2.8;35;2.9;1984;-16.1;0.87;0;0
2017-12-25T12:00:00.000Z;2017-12-25;12;-1.6;33;2.5;1874;-15.8;1.18;0;0
2017-12-25T13:00:00.000Z;2017-12-25;13;-1.5;33;3.8;2000;-15.7;1.18;0;0
2017-12-25T14:00:00.000Z;2017-12-25;14;-0.4;31;2;2000;-15.5;1.1;0;0
2017-12-25T15:00:00.000Z;2017-12-25;15;0.4;28;2.5;2000;-16;0.9;0;0
2017-12-25T16:00:00.000Z;2017-12-25;16;0.4;27;2;2000;-16.4;0.58;0;0
2017-12-25T17:00:00.000Z;2017-12-25;17;-0.7;29;2;2000;-16.5;0.21;0;0
2017-12-25T18:00:00.000Z;2017-12-25;18;-1.6;33;2;2000;-15.8;0;0;0
2017-12-25T19:00:00.000Z;2017-12-25;19;-1.8;41;2.1;2000;-13.3;0;0;0
2017-12-25T20:00:00.000Z;2017-12-25;20;-2.1;49;1.7;2000;-11.4;0;0;0
2017-12-25T21:00:00.000Z;2017-12-25;21;-1.7;51;1.7;2000;-10.5;0;0;0
2017-12-25T22:00:00.000Z;2017-12-25;22;-1.3;53;1.7;2000;-9.6;0;0;0
2017-12-25T23:00:00.000Z;2017-12-25;23;-1;55;1.9;2000;-8.9;0;0;0
2017-12-26T00:00:00.000Z;2017-12-26;0;-1.4;58;1;1880;-8.6;0;0;0
2017-12-26T01:00:00.000Z;2017-12-26;1;-1.5;62;1.3;2000;-7.8;0;0;0
2017-12-26T02:00:00.000Z;2017-12-26;2;-2.1;69;1;1995;-7;0;0;0
2017-12-26T03:00:00.000Z;2017-12-26;3;-2.6;70;1;1992;-7.3;0;0;0
2017-12-26T04:00:00.000Z;2017-12-26;4;-2.6;72;1.4;1929;-6.9;0;0;0
2017-12-26T05:00:00.000Z;2017-12-26;5;-2.9;77;0.8;1833;-6.3;0;0;0
2017-12-26T06:00:00.000Z;2017-12-26;6;-2.8;73;0.7;1906;-6.9;0;0;0
2017-12-26T07:00:00.000Z;2017-12-26;7;-2.9;73;1.9;1911;-7;0;0;0
2017-12-26T08:00:00.000Z;2017-12-26;8;-2.7;68;2.2;1919;-7.7;0;0;0
2017-12-26T09:00:00.000Z;2017-12-26;9;-2.8;52;2.9;1895;-11.3;0.16;0;0
2017-12-26T10:00:00.000Z;2017-12-26;10;-2.2;36;4.1;1930;-15.2;0.53;0;0
2017-12-26T11:00:00.000Z;2017-12-26;11;-2.1;28;4.9;1887;-18.2;0.87;0;0
2017-12-26T12:00:00.000Z;2017-12-26;12;-1.3;23;4;2000;-19.8;1.09;0;0
2017-12-26T13:00:00.000Z;2017-12-26;13;-2;15;4.7;1970;-25.2;1.18;0;0
2017-12-26T14:00:00.000Z;2017-12-26;14;-1.6;20;4.3;2000;-21.6;1.11;0;0
2017-12-26T15:00:00.000Z;2017-12-26;15;-1.9;17;5;2000;-23.7;0.93;0;0
2017-12-26T16:00:00.000Z;2017-12-26;16;-1.9;17;3.3;2000;-23.7;0.61;0;0
2017-12-26T17:00:00.000Z;2017-12-26;17;-3.6;20;3.7;2000;-23.3;0.23;0;0
2017-12-26T18:00:00.000Z;2017-12-26;18;-4.7;23;3.4;2000;-22.7;0.01;0;0
2017-12-26T19:00:00.000Z;2017-12-26;19;-5.4;27;3;2000;-21.5;0;0;0
2017-12-26T20:00:00.000Z;2017-12-26;20;-6.1;32;4.7;2000;-20.1;0;0;0
2017-12-26T21:00:00.000Z;2017-12-26;21;-6.6;39;3.2;2000;-18.2;0;0;0
2017-12-26T22:00:00.000Z;2017-12-26;22;-7.2;38;3.1;2000;-19.1;0;0;0
2017-12-26T23:00:00.000Z;2017-12-26;23;-7.5;37;3.1;2000;-19.7;0;0;0
2017-12-27T00:00:00.000Z;2017-12-27;0;-7.9;37;2.2;2000;-20;0;0;0
2017-12-27T01:00:00.000Z;2017-12-27;1;-8.2;39;1.8;2000;-19.7;0;0;0
2017-12-27T02:00:00.000Z;2017-12-27;2;-8.6;37;1.5;2000;-20.7;0;0;0
2017-12-27T03:00:00.000Z;2017-12-27;3;-9.1;37;1;2000;-21.1;NA;0;0
2017-12-27T04:00:00.000Z;2017-12-27;4;-9.1;33;2.3;2000;-22.4;0;0;0
2017-12-27T05:00:00.000Z;2017-12-27;5;-9.4;36;1.9;2000;-21.7;0;0;0
2017-12-27T06:00:00.000Z;2017-12-27;6;-9.8;37;1.7;2000;-21.7;0;0;0
2017-12-27T07:00:00.000Z;2017-12-27;7;-10.1;38;2.3;2000;-21.7;0;0;0
2017-12-27T08:00:00.000Z;2017-12-27;8;-10.2;35;1.8;2000;-22.7;0;0;0
2017-12-27T09:00:00.000Z;2017-12-27;9;-9.8;33;2;1997;-23;0.17;0;0
2017-12-27T10:00:00.000Z;2017-12-27;10;-8.5;29;2.4;1992;-23.4;0.56;0;0
2017-12-27T11:00:00.000Z;2017-12-27;11;-6.8;28;2.1;1986;-22.3;0.88;0;0
2017-12-27T12:00:00.000Z;2017-12-27;12;-5.5;21;2.1;1941;-24.4;1.08;0;0
2017-12-27T13:00:00.000Z;2017-12-27;13;-4.7;18;3.7;2000;-25.4;1.16;0;0
2017-12-27T14:00:00.000Z;2017-12-27;14;-4;18;2.4;2000;-24.8;1.09;0;0
2017-12-27T15:00:00.000Z;2017-12-27;15;-3.1;16;2.2;2000;-25.4;0.9;0;0
2017-12-27T16:00:00.000Z;2017-12-27;16;-3.2;23;2.7;2000;-21.4;0.57;0;0
2017-12-27T17:00:00.000Z;2017-12-27;17;-4.2;26;2.2;2000;-20.8;0.2;0;0
2017-12-27T18:00:00.000Z;2017-12-27;18;-5.2;32;2.2;2000;-19.3;0;0;0
2017-12-27T19:00:00.000Z;2017-12-27;19;-5.5;31;2.1;2000;-19.9;NA;0;0
2017-12-27T20:00:00.000Z;2017-12-27;20;-5.9;34;0.9;2000;-19.2;0;0;0
2017-12-27T21:00:00.000Z;2017-12-27;21;-6.4;34;1.2;2000;-19.7;0;0;0
2017-12-27T22:00:00.000Z;2017-12-27;22;-6.4;36;1.3;2000;-19;0;NA;0
2017-12-27T23:00:00.000Z;2017-12-27;23;-6.3;39;0.9;2000;-18;0;0;0
2017-12-28T00:00:00.000Z;2017-12-28;0;-6.5;41;1.7;2000;-17.6;0;0;0
2017-12-28T01:00:00.000Z;2017-12-28;1;-6.6;39;1.4;2000;-18.2;0;0;0
2017-12-28T02:00:00.000Z;2017-12-28;2;-6.6;34;1.8;2000;-19.8;0;0;0
2017-12-28T03:00:00.000Z;2017-12-28;3;-6;32;2.5;2000;-20;0;0;0
2017-12-28T04:00:00.000Z;2017-12-28;4;-5.8;32;1.6;2000;-19.8;0;0;0
2017-12-28T05:00:00.000Z;2017-12-28;5;-5.7;28;1.2;2000;-21.3;0;0;0
2017-12-28T06:00:00.000Z;2017-12-28;6;-5.5;24;0.5;2000;-22.9;0;0;0
2017-12-28T07:00:00.000Z;2017-12-28;7;-5;31;0.5;2000;-19.5;0;0;0
2017-12-28T08:00:00.000Z;2017-12-28;8;-4.7;30;0.6;2000;-19.6;0;0;0
2017-12-28T09:00:00.000Z;2017-12-28;9;-4.3;38;0.7;1877;-16.5;0.04;0;0
2017-12-28T10:00:00.000Z;2017-12-28;10;-3.4;33;1.3;1863;-17.4;0.33;0;0
2017-12-28T11:00:00.000Z;2017-12-28;11;-2.1;34;1;1868;-15.8;0.65;0;0
2017-12-28T12:00:00.000Z;2017-12-28;12;-0.8;38;1;1686;-13.3;0.75;0;0
2017-12-28T13:00:00.000Z;2017-12-28;13;0.8;46;1.4;1598;-9.5;0.8;0;0
2017-12-28T14:00:00.000Z;2017-12-28;14;0.8;55;1.8;1132;-7.2;0.59;0;0
2017-12-28T15:00:00.000Z;2017-12-28;15;NA;57;2.4;1179;-7.1;0.36;0;0
2017-12-28T16:00:00.000Z;2017-12-28;16;0.3;57;2.3;1204;-7.2;0.19;0;0
2017-12-28T17:00:00.000Z;2017-12-28;17;0.2;58;2;1159;-7.1;0.08;0;0
2017-12-28T18:00:00.000Z;2017-12-28;18;-0.6;62;1.6;1129;-6.9;0;0;0
2017-12-28T19:00:00.000Z;2017-12-28;19;-0.4;62;0.9;1103;-6.8;0;0;0
2017-12-28T20:00:00.000Z;2017-12-28;20;-0.3;62;1.3;1040;-6.7;0;0;0
2017-12-28T21:00:00.000Z;2017-12-28;21;-0.2;62;0.6;986;-6.6;0;0;0
2017-12-28T22:00:00.000Z;2017-12-28;22;0;63;1.3;968;-6.2;0;0;0
2017-12-28T23:00:00.000Z;2017-12-28;23;0.1;63;1.1;1003;-6.1;0;0;0
2017-12-29T00:00:00.000Z;2017-12-29;0;0.2;63;0.7;925;-6;0;0;0
2017-12-29T01:00:00.000Z;2017-12-29;1;0.3;63;0.7;760;-5.9;0;0;0
2017-12-29T02:00:00.000Z;2017-12-29;2;0.5;63;1;691;-5.7;0;0;0
2017-12-29T03:00:00.000Z;2017-12-29;3;0.6;NA;0.4;731;-5.4;0;0;0
2017-12-29T04:00:00.000Z;2017-12-29;4;0.6;65;0.4;712;-5.2;0;0;0
2017-12-29T05:00:00.000Z;2017-12-29;5;0.7;66;0.7;687;-4.9;0;0;0
2017-12-29T06:00:00.000Z;2017-12-29;6;0.8;68;0.6;673;-4.4;0;0;0
2017-12-29T07:00:00.000Z;2017-12-29;7;0.9;67;0.6;658;-4.5;0;0;0
2017-12-29T08:00:00.000Z;2017-12-29;8;1;68;0.6;624;-4.2;0;0;0
2017-12-29T09:00:00.000Z;2017-12-29;9;1.2;67;0.2;591;-4.2;0.06;0;0
2017-12-29T10:00:00.000Z;2017-12-29;10;1.9;65;0.3;562;-3.9;0.17;0;0
2017-12-29T11:00:00.000Z;2017-12-29;11;3.1;62;1.1;517;-3.4;0.29;0;0
2017-12-29T12:00:00.000Z;2017-12-29;12;4.3;62;1.6;472;-2.3;0.52;0;0
2017-12-29T13:00:00.000Z;2017-12-29;13;5.2;58;2.5;435;-2.4;0.81;0;0
2017-12-29T14:00:00.000Z;2017-12-29;14;5.7;54;3.5;418;-2.9;0.83;0;0
2017-12-29T15:00:00.000Z;2017-12-29;15;5.7;53;2.7;408;-3.1;0.65;0;0
2017-12-29T16:00:00.000Z;2017-12-29;16;5.4;56;2.2;396;-2.6;0.39;0;0
2017-12-29T17:00:00.000Z;2017-12-29;17;4.5;59;1.6;384;-2.8;0.14;0;0
2017-12-29T18:00:00.000Z;2017-12-29;18;3.6;62;1.4;389;-3;0.01;0;0
2017-12-29T19:00:00.000Z;2017-12-29;19;2.7;68;1.2;348;-2.6;0;0;0
2017-12-29T20:00:00.000Z;2017-12-29;20;1.7;73;0.5;332;-2.6;0;0;0
2017-12-29T21:00:00.000Z;2017-12-29;21;1;77;1.5;297;-2.5;0;0;0
2017-12-29T22:00:00.000Z;2017-12-29;22;0.8;77;1.4;293;-2.7;0;0;0
2017-12-29T23:00:00.000Z;2017-12-29;23;0.3;80;0.8;264;-2.7;0;0;0
2017-12-30T00:00:00.000Z;2017-12-30;0;-0.4;83;1.2;247;-2.9;0;0;0
2017-12-30T01:00:00.000Z;2017-12-30;1;-0.5;83;0.7;244;-3;0;0;0
2017-12-30T02:00:00.000Z;2017-12-30;2;-0.9;84;0.6;230;-3.2;0;0;0
2017-12-30T03:00:00.000Z;2017-12-30;3;-1.1;83;0.8;237;-3.6;0;0;0
2017-12-30T04:00:00.000Z;2017-12-30;4;-1.1;83;0.7;242;-3.6;0;0;0
2017-12-30T05:00:00.000Z;2017-12-30;5;-1.2;81;0.8;258;-4;NA;0;0
2017-12-30T06:00:00.000Z;2017-12-30;6;-1.1;81;1;253;-3.9;0;0;0
2017-12-30T07:00:00.000Z;2017-12-30;7;-0.7;79;0.7;259;-3.8;0;0;0
2017-12-30T08:00:00.000Z;2017-12-30;8;-0.4;78;0.5;249;-3.7;0;0;0
2017-12-30T09:00:00.000Z;2017-12-30;9;0.2;76;1.3;249;-3.5;0.03;0;0
2017-12-30T10:00:00.000Z;2017-12-30;10;0.8;73;0.5;248;-3.4;0.15;0;0
2017-12-30T11:00:00.000Z;2017-12-30;11;2;69;1;257;-3.1;0.32;0;0
2017-12-30T12:00:00.000Z;2017-12-30;12;3.2;64;0.8;258;-2.9;0.47;0;0
2017-12-30T13:00:00.000Z;2017-12-30;13;4;62;1;256;-2.6;0.51;0;0
2017-12-30T14:00:00.000Z;2017-12-30;14;4.3;60;1.2;272;-2.7;0.4;0;0
2017-12-30T15:00:00.000Z;2017-12-30;15;4.3;61;0.7;274;-2.5;0.23;0;0
2017-12-30T16:00:00.000Z;2017-12-30;16;4.1;63;0.7;263;-2.3;0.13;0;0
2017-12-30T17:00:00.000Z;2017-12-30;17;3.8;64;0.9;250;-2.3;0.01;0;0
2017-12-30T18:00:00.000Z;2017-12-30;18;3;84;1.7;137;0.5;0;0.3;0
2017-12-30T19:00:00.000Z;2017-12-30;19;2.3;89;0.6;96;0.6;0;0;0
2017-12-30T20:00:00.000Z;2017-12-30;20;1.9;NA;0.9;88;0.4;0;0;0
2017-12-30T21:00:00.000Z;2017-12-30;21;1.8;92;1.1;109;0.6;0;0.2;0
2017-12-30T22:00:00.000Z;2017-12-30;22;NA;92;1.2;94;0.6;0;0;0
2017-12-30T23:00:00.000Z;2017-12-30;23;1.4;92;1.9;73;0.2;0;0;0
2017-12-31T00:00:00.000Z;2017-12-31;0;0.9;95;1.8;63;0.1;0;0.2;0.2
2017-12-31T01:00:00.000Z;2017-12-31;1;0.5;95;2.1;79;-0.2;0;0;0.6
2017-12-31T02:00:00.000Z;2017-12-31;2;0.4;95;1.7;110;-0.3;0;0;1.2
2017-12-31T03:00:00.000Z;2017-12-31;3;0.3;91;NA;172;-1;0;1;1.2
2017-12-31T04:00:00.000Z;2017-12-31;4;-0.2;87;3.5;246;-2.1;0;0;1.2
2017-12-31T05:00:00.000Z;2017-12-31;5;-0.8;85;2.8;329;-3;0;0;1.2
2017-12-31T06:00:00.000Z;2017-12-31;6;-1.3;84;2.4;425;-3.6;0;0;1.2
2017-12-31T07:00:00.000Z;2017-12-31;7;-1.8;86;1.7;367;-3.8;0;0;1.2
2017-12-31T08:00:00.000Z;2017-12-31;8;-2.1;86;1.4;354;-4.1;0;0;1.2
2017-12-31T09:00:00.000Z;2017-12-31;9;-1.9;82;1.6;410;-4.5;0.15;0;1.2
2017-12-31T10:00:00.000Z;2017-12-31;10;-0.5;NA;1.7;609;-4.7;0.53;0;1.1
2017-12-31T11:00:00.000Z;2017-12-31;11;0.8;62;2.8;801;-5.6;0.88;0;1.1
2017-12-31T12:00:00.000Z;2017-12-31;12;NA;47;4.5;1388;-8.7;1.1;0;1
2017-12-31T13:00:00.000Z;2017-12-31;13;2.5;36;3.7;1578;-11;1.15;0;0.7
2017-12-31T14:00:00.000Z;2017-12-31;14;3;28;3.8;1956;-13.7;1.1;0;0
2017-12-31T15:00:00.000Z;2017-12-31;15;3.1;25;3.9;2000;-15;0.9;0;0
2017-12-31T16:00:00.000Z;2017-12-31;16;2.7;26;2.7;2000;-14.9;0.59;0;0
2017-12-31T17:00:00.000Z;2017-12-31;17;1.7;30;2.9;2000;-14;0.22;0;0
2017-12-31T18:00:00.000Z;2017-12-31;18;0.7;31;2.3;2000;-14.5;0.01;0;0
2017-12-31T19:00:00.000Z;2017-12-31;19;0;31;2.2;2000;-15.1;0;0;0
2017-12-31T20:00:00.000Z;2017-12-31;20;-1;32;0.9;2000;-15.6;0;0;0
2017-12-31T21:00:00.000Z;2017-12-31;21;-1.6;35;1;2000;-15.1;0;0;0
2017-12-31T22:00:00.000Z;2017-12-31;22;-2.1;36;1.7;2000;-15.2;0;0;0
2017-12-31T23:00:00.000Z;2017-12-31;23;-2.6;40;0.6;2000;-14.3;NA;0;0
2018-01-01T00:00:00.000Z;2018-01-01;0;-3.2;40;0.5;1358;-14.9;0;0;0
2018-01-01T01:00:00.000Z;2018-01-01;1;-3.3;41;0.7;2000;-14.7;0;0;0
2018-01-01T02:00:00.000Z;2018-01-01;2;-3.7;42;0.9;2000;-14.7;0;0;0
2018-01-01T03:00:00.000Z;2018-01-01;3;-4;44;1;2000;-14.4;0;0;0
2018-01-01T04:00:00.000Z;2018-01-01;4;-4.2;53;1.1;1994;-12.3;0;0;0
2018-01-01T05:00:00.000Z;2018-01-01;5;-4.4;54;0.8;1786;-12.3;0;0;0
2018-01-01T06:00:00.000Z;2018-01-01;6;-4.5;51;1.1;2000;-13.1;0;0;0
2018-01-01T07:00:00.000Z;2018-01-01;7;-4.7;56;1.1;2000;-12.1;0;0;0
2018-01-01T08:00:00.000Z;2018-01-01;8;-5;55;1;2000;-12.6;0;0;0
2018-01-01T09:00:00.000Z;2018-01-01;9;-4.3;39;0.7;1973;-16.2;0.15;0;0
2018-01-01T10:00:00.000Z;2018-01-01;10;-1.6;32;0.8;1766;-16.1;0.53;0;0
2018-01-01T11:00:00.000Z;2018-01-01;11;0.1;27;2.2;1874;-16.7;0.84;0;0
2018-01-01T12:00:00.000Z;2018-01-01;12;1.5;20;2.8;1992;-19;1.03;0;0
2018-01-01T13:00:00.000Z;2018-01-01;13;2.4;22;2.3;1921;-17.2;1.1;0;0
2018-01-01T14:00:00.000Z;2018-01-01;14;3.7;24;2.1;1906;-15;1.01;0;0
2018-01-01T15:00:00.000Z;2018-01-01;15;3;27;2.9;1715;-14.2;0.78;0;0
2018-01-01T16:00:00.000Z;2018-01-01;16;3;28;2.5;1864;-13.7;0.51;0;0
2018-01-01T17:00:00.000Z;2018-01-01;17;1.8;33;3.3;1913;-12.8;0.18;0;0
2018-01-01T18:00:00.000Z;2018-01-01;18;0.8;34;1.9;1887;-13.3;0.01;0;0
2018-01-01T19:00:00.000Z;2018-01-01;19;-0.1;39;1.3;1911;-12.4;NA;0;0
2018-01-01T20:00:00.000Z;2018-01-01;20;-0.3;40;1.2;1936;-12.2;0;0;0
2018-01-01T21:00:00.000Z;2018-01-01;21;-0.9;44;1.2;1871;-11.6;0;0;0
2018-01-01T22:00:00.000Z;2018-01-01;22;-1.3;48;0.8;1927;-10.9;0;0;0
2018-01-01T23:00:00.000Z;2018-01-01;23;-1.6;51;0.7;1882;-10.4;0;0;0
2018-01-02T00:00:00.000Z;2018-01-02;0;-1.8;54;1.1;1772;-9.8;0;0;0
2018-01-02T01:00:00.000Z;2018-01-02;1;-2.1;56;0.8;1732;-9.7;0;0;0
2018-01-02T02:00:00.000Z;2018-01-02;2;-2.3;62;0.9;1560;NA;0;0;0
2018-01-02T03:00:00.000Z;2018-01-02;3;-2.5;62;0.4;1626;-8.7;0;0;0
2018-01-02T04:00:00.000Z;2018-01-02;4;-2.7;67;0.5;1302;-7.9;0;0;0
2018-01-02T05:00:00.000Z;2018-01-02;5;-3.1;67;0.6;1384;-8.3;0;0;0
2018-01-02T06:00:00.000Z;2018-01-02;6;-3.2;67;0.4;1409;-8.4;0;0;0
2018-01-02T07:00:00.000Z;2018-01-02;7;-3.2;69;0.5;1249;-8;0;0;0
2018-01-02T08:00:00.000Z;2018-01-02;8;-3.4;71;0.8;1179;-7.9;0;0;0
2018-01-02T09:00:00.000Z;2018-01-02;9;-3.1;66;0.2;1168;-8.5;0.12;0;0
2018-01-02T10:00:00.000Z;2018-01-02;10;-1.4;50;1.9;1355;-10.5;0.38;0;0
2018-01-02T11:00:00.000Z;2018-01-02;11;-0.4;40;2.3;1633;-12.3;0.66;0;0
2018-01-02T12:00:00.000Z;2018-01-02;12;0.9;29;1.9;1761;-15.1;0.88;0;0
2018-01-02T13:00:00.000Z;2018-01-02;13;1.5;23;3.6;1970;-17.4;0.95;0;0
2018-01-02T14:00:00.000Z;2018-01-02;14;1.7;20;4.4;1995;-18.9;0.91;0;0
2018-01-02T15:00:00.000Z;2018-01-02;15;1.5;22;3;1998;-17.9;0.76;0;0
2018-01-02T16:00:00.000Z;2018-01-02;16;NA;23;2.9;2000;-17.6;0.51;0;0
2018-01-02T17:00:00.000Z;2018-01-02;17;0.3;27;2.6;2000;-16.5;0.18;0;0
2018-01-02T18:00:00.000Z;2018-01-02;18;-0.8;24;2.3;2000;-18.9;0.01;0;0
2018-01-02T19:00:00.000Z;2018-01-02;19;-1.3;28;2.4;2000;-17.5;0;0;0
2018-01-02T20:00:00.000Z;2018-01-02;20;-1.9;26;2.2;2000;-18.9;0;0;0
2018-01-02T21:00:00.000Z;2018-01-02;21;-2.6;28;2;2000;-18.6;0;0;0
2018-01-02T22:00:00.000Z;2018-01-02;22;-3.4;33;2.4;2000;-17.4;0;0;0
2018-01-02T23:00:00.000Z;2018-01-02;23;-3.8;35;2.3;2000;-17;0;0;0
2018-01-03T00:00:00.000Z;2018-01-03;0;-4.3;38;1.4;2000;-16.5;0;0;0
2018-01-03T01:00:00.000Z;2018-01-03;1;-5;42;1.2;1993;-15.9;0;0;0
2018-01-03T02:00:00.000Z;2018-01-03;2;-5.5;43;2;2000;-16.1;0;0;0
2018-01-03T03:00:00.000Z;2018-01-03;3;-6.1;45;1.3;1999;-16.1;0;0;0
2018-01-03T04:00:00.000Z;2018-01-03;4;-6.1;NA;2.3;2000;-16.1;0;0;0
2018-01-03T05:00:00.000Z;2018-01-03;5;-6.4;47;2.4;1981;-15.8;0;0;0
2018-01-03T06:00:00.000Z;2018-01-03;6;-6.7;48;2.4;1991;-15.9;0;0;0
2018-01-03T07:00:00.000Z;2018-01-03;7;-6.9;48;2.4;1974;-16;0;0;0
2018-01-03T08:00:00.000Z;2018-01-03;8;-7;49;1.5;1971;-15.9;0;0;0
2018-01-03T09:00:00.000Z;2018-01-03;9;-6.8;44;1.7;1858;-17;0.16;0;0
2018-01-03T10:00:00.000Z;2018-01-03;10;-5.6;38;2.9;1752;-17.6;0.55;0;0
2018-01-03T11:00:00.000Z;2018-01-03;11;-4.5;36;3.2;1736;-17.3;0.77;0;0
2018-01-03T12:00:00.000Z;2018-01-03;12;-3.4;32;3.1;1706;-17.7;1.02;0;0
2018-01-03T13:00:00.000Z;2018-01-03;13;-2.2;31;2.3;1910;-17;1.13;0;0
2018-01-03T14:00:00.000Z;2018-01-03;14;-1.5;30;2.8;1903;-16.8;1.1;0;0
2018-01-03T15:00:00.000Z;2018-01-03;15;-1.1;29;2.8;1976;-16.9;0.96;0;0
2018-01-03T16:00:00.000Z;2018-01-03;16;-0.4;30;2;2000;-15.9;0.62;0;0
2018-01-03T17:00:00.000Z;2018-01-03;17;-1.9;35;1.8;2000;-15.3;0.25;0;0
2018-01-03T18:00:00.000Z;2018-01-03;18;-3.1;39;2.1;2000;-15.1;0;0;0
2018-01-03T19:00:00.000Z;2018-01-03;19;-3.7;41;2;2000;-15;0;0;0
2018-01-03T20:00:00.000Z;2018-01-03;20;-3.9;44;2.5;2000;-14.3;0;0;0
2018-01-03T21:00:00.000Z;2018-01-03;21;-4.3;47;2.8;1997;-13.9;0;0;0
2018-01-03T22:00:00.000Z;2018-01-03;22;-5.2;53;1.3;1969;-13.3;NA;0;0
2018-01-03T23:00:00.000Z;2018-01-03;23;-5.9;54;0.8;1968;-13.7;0;0;0
2018-01-04T00:00:00.000Z;2018-01-04;0;-6.3;54;1.4;1990;-14.1;0;0;0
2018-01-04T01:00:00.000Z;2018-01-04;1;NA;56;2.3;1994;-14.2;0;0;0
2018-01-04T02:00:00.000Z;2018-01-04;2;-7.3;57;2;1978;-14.3;0;0;0
2018-01-04T03:00:00.000Z;2018-01-04;3;-7.4;54;1.7;1968;-15.1;0;0;0
2018-01-04T04:00:00.000Z;2018-01-04;4;-7.5;55;1.3;1984;-15;0;0;0
2018-01-04T05:00:00.000Z;2018-01-04;5;-7.6;49;1.3;2000;NA;0;0;0
